Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_roll,Angle_pitch,Angle_yaw,Mag_X,Mag_Y,Mag_Z,Heading
0.103,0.032,1.029,-1.6,-0.73,-7.87,1.85,-5.94,-93.81,29.6,-26.67,-33.92,42.01927923
0.107,0.03,1.045,-0.75,-0.43,-7.59,1.83,-6.01,-94.59,29.19,-28.2,-33.53,44.01172336
0.106,0.014,0.94,-1.07,-0.33,-7.89,1.8,-6.04,-95.35,26.77,-28.2,-30.39,46.49016718
0.116,0.02,1.013,-1.32,0.44,-7.8,1.78,-6.03,-96.12,26.77,-28.2,-30.39,46.49016718
0.113,0.031,0.927,-1.07,0.41,-7.36,1.75,-5.98,-96.87,28.99,-26.48,-34.12,42.40915137
0.105,0.021,0.996,-1.11,0.54,-7.45,1.72,-5.9,-97.61,27.78,-28.01,-31.37,45.23620639
0.106,0.014,0.992,-0.91,0.58,-7.52,1.65,-5.8,-98.35,27.17,-27.06,-31.96,44.88378154
0.106,0.021,1.031,-0.76,1.26,-7.56,1.6,-5.69,-99.09,26.57,-26.1,-31.37,44.48873549
0.12,0.017,1.024,-0.86,1.2,-7.33,1.58,-5.58,-99.82,26.57,-26.1,-31.37,44.48873549
0.102,0.018,1.007,-0.5,1.1,-7.15,1.58,-5.46,-100.54,26.57,-26.1,-31.37,44.48873549
0.099,0.016,0.995,-0.73,0.69,-7.53,1.59,-5.35,-101.23,25.76,-27.25,-31.37,46.61004036
0.092,0.041,1.018,-1.09,1.49,-7.29,1.63,-5.25,-101.93,26.57,-26.86,-33.73,45.31097909
0.09,0.026,0.991,-0.48,0.83,-7.09,1.66,-5.17,-102.61,25.76,-25.33,-32.94,44.51778032
0.09,0.023,0.998,-0.18,-0.16,-7.27,1.69,-5.11,-103.28,25.76,-25.33,-32.94,44.51778032
0.092,0.038,0.989,-0.86,-0.19,-6.76,1.7,-5.1,-103.96,27.17,-24.76,-31.57,42.34288804
0.081,0.031,1.007,-0.51,-0.52,-6.79,1.7,-5.11,-104.63,23.94,-25.53,-33.14,46.84089224
0.068,0.096,0.922,-1.32,-0.88,-6.58,1.69,-5.14,-105.27,25.35,-26.1,-30.59,45.83515629
0.098,0.012,1.038,-0.69,-1.36,-6.39,1.66,-5.19,-105.91,25.35,-26.1,-30.59,45.83515629
0.102,0.01,1.001,-1.64,-0.42,-6.33,1.64,-5.25,-106.55,23.33,-24.57,-32.16,46.48289984
0.094,0.032,0.983,-1,-1.33,-5.83,1.6,-5.31,-107.17,23.33,-25.33,-32.55,47.35361892
0.082,0.016,1.02,-0.03,-0.57,-6.28,1.58,-5.37,-107.78,24.34,-24.38,-31.57,45.04704086
0.1,0.027,1.079,-0.08,-0.74,-5.87,1.57,-5.42,-108.39,23.33,-24.95,-30.98,46.92179684
0.112,-0.001,0.992,0.41,-0.33,-6.03,1.58,-5.48,-108.98,23.33,-24.95,-30.98,46.92179684
0.105,0.002,1.005,0.25,-0.67,-5.65,1.61,-5.54,-109.57,23.33,-26.1,-32.16,48.2074345
0.103,0.038,0.965,-0.23,-1.05,-5.63,1.65,-5.62,-110.13,21.92,-25.14,-30.39,48.91426478
0.105,0.036,0.96,0.62,-0.81,-4.89,1.72,-5.71,-110.65,21.72,-25.33,-31.76,49.38753042
0.105,0.018,0.98,1.07,-0.92,-4.84,1.82,-5.78,-111.13,22.53,-24.19,-31.76,47.03491011
0.108,0.02,0.975,1.17,-0.2,-4.53,1.93,-5.84,-111.58,22.53,-24.19,-31.76,47.03491011
0.106,0.03,0.978,0.57,-0.53,-4.35,2.05,-5.87,-112.02,20.71,-25.14,-31.18,50.51875393
0.114,0.028,0.987,0.41,0.42,-4.02,2.17,-5.86,-112.44,19.9,-25.91,-31.18,52.47417957
0.111,0.022,1,0.77,0.55,-3.85,2.27,-5.84,-112.84,22.73,-25.91,-30,48.74057664
0.103,0.017,0.998,0.91,0.3,-3.4,2.36,-5.79,-113.2,21.72,-24.57,-30.59,48.52316073
0.11,0.012,0.979,0.72,1.14,-3.35,2.42,-5.74,-113.52,21.72,-24.57,-30.59,48.52316073
0.11,0.029,0.98,0.38,0.24,-2.85,2.45,-5.69,-113.82,21.52,-25.53,-31.96,49.87145972
0.102,0.043,0.981,-0.43,0.41,-2.66,2.45,-5.65,-114.1,23.13,-25.53,-30,47.82364425
0.117,0.025,0.985,-0.29,0.24,-2.31,2.41,-5.64,-114.34,21.52,-25.53,-31.96,49.87145972
0.111,0.023,0.982,-0.69,-0.17,-2.27,2.33,-5.65,-114.58,21.52,-25.53,-31.96,49.87145972
0.105,0.028,1.006,-2.06,-0.43,-2,2.21,-5.69,-114.8,21.72,-24.57,-30.98,48.52316073
0.11,0.024,1.002,-2.14,0.16,-1.98,2.07,-5.71,-115.01,21.72,-24.57,-30.98,48.52316073
0.106,0.044,1.01,-2.45,0.45,-1.87,1.91,-5.73,-115.19,20.1,-24.95,-30.59,51.14469143
0.108,0.024,0.975,-1.57,0.18,-1.43,1.74,-5.74,-115.36,20.71,-24,-29.61,49.20854351
0.111,0.029,1.006,-2.13,0.58,-1.73,1.6,-5.71,-115.52,20.71,-24,-29.61,49.20854351
0.109,0.026,1.011,-1.17,0.58,-1.46,1.49,-5.67,-115.67,20.71,-24.76,-30,50.08988712
0.11,0.006,0.981,0.04,0.84,-1,1.4,-5.63,-115.81,21.31,-25.33,-30.2,49.92626898
0.117,-0.014,1.028,0.54,1.18,-1.39,1.37,-5.56,-115.94,21.31,-25.33,-30.2,49.92626898
0.107,0.009,1.012,0,0.7,-1.56,1.38,-5.5,-116.08,20.1,-24.95,-29.8,51.14469143
0.102,0.026,0.999,0.14,0.81,-1.49,1.42,-5.46,-116.21,20.1,-24.95,-29.8,51.14469143
0.102,0.044,0.979,0.83,-0.35,-0.95,1.49,-5.45,-116.32,20.91,-24.57,-29.02,49.60095891
0.104,0.028,0.969,0.97,0.08,-1.01,1.6,-5.46,-116.41,20.91,-24.57,-29.02,49.60095891
0.11,0.023,0.975,1.74,-0.21,-0.52,1.72,-5.49,-116.47,20.91,-24.57,-30.59,49.60095891
0.109,0.023,0.975,1.33,-0.3,-0.34,1.85,-5.53,-116.52,20.91,-24.19,-31.37,49.15964229
0.109,0.043,1.035,0.76,0,-0.28,1.96,-5.58,-116.53,20.91,-24.19,-31.37,49.15964229
0.106,0.017,0.982,1.47,-0.3,0.28,2.06,-5.62,-116.54,22.32,-25.14,-28.43,48.40042881
0.103,0.017,0.987,0.96,-0.57,0.03,2.14,-5.67,-116.54,21.72,-23.8,-30.98,47.61626496
0.099,0.044,0.967,0.36,-0.39,0.14,2.19,-5.71,-116.53,20.71,-25.53,-30.39,50.95094901
0.108,0.031,0.953,0.38,-0.65,0.52,2.21,-5.74,-116.5,20.71,-25.53,-30.39,50.95094901
0.109,0.021,0.967,-0.16,-0.27,0.48,2.2,-5.78,-116.46,20.51,-25.72,-30.59,51.42995434
0.099,0.036,0.947,-0.85,-0.58,0.66,2.18,-5.83,-116.4,19.9,-25.14,-30,51.6360173
0.1,0.024,0.988,-0.41,-0.98,0.75,2.16,-5.9,-116.32,20.51,-24.57,-30.98,50.14629469
0.102,0.006,0.965,0.67,-0.91,1.05,2.15,-5.96,-116.23,19.7,-25.33,-31.37,52.12658236
0.111,0.012,0.993,-0.09,-0.92,0.94,2.14,-6.03,-116.12,19.7,-25.33,-31.37,52.12658236
0.106,0.018,0.974,-0.37,-0.55,1.22,2.13,-6.08,-116.01,21.72,-26.1,-30.2,50.23331744
0.109,0.021,0.996,-0.12,0,1.43,2.1,-6.12,-115.88,20.51,-24.19,-30.59,49.70635442
0.103,0.037,0.996,-0.24,0.16,1.3,2.09,-6.13,-115.75,20.51,-24.95,-32.55,50.57828785
0.106,0.014,0.962,0.27,0.2,1.22,2.08,-6.11,-115.62,19.9,-25.14,-30.39,51.6360173
0.104,0.029,0.987,-0.03,0.59,1.31,2.07,-6.06,-115.48,19.9,-25.14,-30.39,51.6360173
0.105,0.019,0.995,0.51,0.98,1.33,2.06,-5.99,-115.34,20.71,-24,-30.78,49.20854351
0.1,0.049,1.012,0.19,0.84,1.82,2.03,-5.9,-115.2,22.32,-25.14,-31.96,48.40042881
0.106,0.022,1.043,-0.24,1.52,1.63,1.98,-5.8,-115.04,20.51,-25.33,-31.37,51.00249951
0.102,0.05,1.015,-0.88,1.2,1.58,1.92,-5.68,-114.87,20.51,-25.33,-31.37,51.00249951
0.102,0.014,0.995,-0.81,1.85,1.74,1.83,-5.56,-114.7,21.31,-25.72,-31.76,50.35695723
0.101,0.015,1.013,-0.56,1.76,1.36,1.74,-5.44,-114.53,21.72,-24.95,-30.59,48.95909001
0.098,0.055,0.963,-0.7,0.66,1.65,1.64,-5.32,-114.36,20.91,-24.95,-31.37,50.03442931
0.1,0.033,0.976,-0.77,0.77,1.92,1.56,-5.24,-114.18,23.13,-24,-31.57,46.05753591
0.082,0.027,1.041,-0.26,0.37,1.77,1.49,-5.18,-113.98,23.13,-24,-31.57,46.05753591
0.097,0.02,1.042,-0.19,0.94,2.19,1.45,-5.17,-113.79,23.13,-24,-31.57,46.05753591
0.1,0.027,1.078,-0.13,-0.08,2.13,1.44,-5.2,-113.6,21.72,-25.33,-32.94,49.38753042
0.1,0.011,1.017,0.28,-1.59,2.24,1.45,-5.27,-113.4,20.71,-26.67,-30,52.1696624
0.087,0.026,0.916,0.54,-1.01,1.77,1.47,-5.37,-113.2,22.93,-26.48,-31.37,49.1095144
0.121,0.039,1.097,0.44,-0.09,1.96,1.5,-5.47,-112.99,22.93,-26.48,-31.37,49.1095144
0.098,0.014,0.928,1.08,-1.68,2.36,1.55,-5.58,-112.77,22.73,-24.38,-31.57,47.00593096
0.109,0.03,0.899,0.72,-0.59,2.38,1.62,-5.67,-112.55,21.72,-23.42,-31.37,47.15677481
0.11,0.019,1.092,1.41,-0.12,2.35,1.7,-5.75,-112.32,22.93,-25.72,-30.59,48.28222659
0.108,0.025,0.992,1.19,0.47,2.63,1.79,-5.81,-112.09,22.73,-25.14,-30.39,47.88210455
0.101,0.035,1.001,0.72,0.4,2.63,1.87,-5.86,-111.85,22.73,-25.14,-30.39,47.88210455
0.105,0.018,0.995,1.14,-0.56,2.23,1.94,-5.89,-111.6,23.94,-23.23,-29.22,44.1376525
0.093,0.019,0.996,1.04,-0.31,2.49,2,-5.92,-111.35,22.93,-25.33,-32.16,47.8470095
0.094,0.026,0.979,0.59,0.15,2.39,2.05,-5.93,-111.1,21.72,-25.72,-31.76,49.8196102
0.101,0.033,0.976,0.32,-0.1,2.72,2.08,-5.94,-110.84,21.72,-25.72,-31.76,49.8196102
0.101,0.034,1.01,0.68,-0.21,2.85,2.1,-5.95,-110.57,21.31,-25.33,-32.55,49.92626898
0.104,0.037,1.009,0.22,0.19,2.66,2.11,-5.95,-110.28,23.94,-25.91,-31.57,47.26306885
0.107,0.031,0.987,-0.03,0.25,3.2,2.1,-5.94,-109.98,24.95,-24.95,-32.55,45
0.108,0.033,1,0.23,0.53,3.02,2.08,-5.92,-109.67,24.75,-27.06,-31.57,47.55289815
0.113,0.037,0.979,-0.32,0.75,3.15,2.04,-5.89,-109.35,24.75,-27.06,-31.57,47.55289815
0.1,0.034,1.004,0.06,0.89,3.67,1.99,-5.83,-109.02,24.75,-27.06,-31.57,47.55289815
0.1,0.033,1.02,-0.36,1.23,3.24,1.94,-5.76,-108.69,23.13,-25.14,-33.14,47.38446287
0.104,0.032,1.002,-0.23,1.1,3.36,1.89,-5.7,-108.37,23.13,-25.14,-33.14,47.38446287
0.107,0.032,1.001,-0.43,0.77,3.29,1.84,-5.65,-108.05,24.34,-25.91,-32.35,46.78955464
0.102,0.034,0.985,-0.79,0.61,3.34,1.78,-5.6,-107.73,24.34,-25.91,-32.35,46.78955464
0.09,0.033,0.988,-0.14,0.83,3.13,1.72,-5.56,-107.42,24.34,-25.91,-32.35,46.78955464
0.104,0.031,1.014,-0.89,0.85,2.84,1.63,-5.52,-107.11,25.96,-26.67,-33.92,45.77289637
0.104,0.03,0.992,-0.89,0.79,3.07,1.54,-5.47,-106.81,27.17,-25.53,-31.57,43.21755667
0.105,0.029,1.008,-0.25,0.7,2.79,1.44,-5.42,-106.51,25.35,-25.72,-31.76,45.41509825
0.101,0.032,0.996,-0.81,0.77,2.78,1.35,-5.36,-106.22,25.35,-25.72,-31.76,45.41509825
0.087,0.024,0.987,-0.58,0.2,2.85,1.27,-5.32,-105.93,25.56,-25.14,-31.96,44.52537126
0.104,0.023,1.003,-0.26,-0.11,2.92,1.22,-5.31,-105.65,26.77,-25.14,-31.57,43.20147478
0.097,0.022,0.999,-0.09,0.25,2.54,1.18,-5.32,-105.37,26.36,-25.53,-33.92,44.08361068
0.1,0.036,1.01,0.15,-0.52,2.63,1.17,-5.35,-105.1,26.36,-25.53,-33.92,44.08361068
0.094,0.035,0.959,-0.25,-0.64,2.88,1.18,-5.4,-104.83,24.34,-26.29,-32.75,47.20564042
0.086,0.017,0.992,0.63,-0.83,2.41,1.21,-5.48,-104.57,26.36,-27.06,-32.35,45.75074411
0.096,0.006,0.963,1.27,-0.28,2.8,1.28,-5.58,-104.3,27.78,-26.1,-32.55,43.21407325
0.104,0.024,0.974,1.07,-1.08,2.58,1.37,-5.68,-104.03,28.59,-27.63,-34.51,44.02172531
0.11,0.035,0.972,0.97,-0.94,2.75,1.5,-5.79,-103.76,28.59,-27.63,-34.51,44.02172531
0.102,0.036,0.991,1.41,-1.08,2.82,1.64,-5.9,-103.48,25.96,-25.91,-30.78,44.94476985
0.084,0.034,0.885,1.29,-1.03,2.98,1.77,-6,-103.19,27.78,-26.48,-33.73,43.62752919
0.105,0.037,1.011,1.71,-0.4,3.22,1.9,-6.07,-102.89,27.58,-26.67,-34.31,44.03899963
0.101,0.036,0.987,1.38,-0.67,3.21,1.99,-6.11,-102.58,28.18,-25.33,-33.73,41.95124599
0.108,0.043,1.009,0.67,0.06,3.38,2.06,-6.13,-102.27,28.18,-25.33,-33.73,41.95124599
0.099,0.037,0.938,0.44,-0.17,3.02,2.09,-6.13,-101.97,28.18,-25.33,-33.73,41.95124599
0.091,0.042,0.994,0.57,-0.17,3.03,2.1,-6.12,-101.65,27.37,-27.63,-36.08,45.27085076
0.087,0.041,0.979,-0.11,-0.1,3.09,2.08,-6.1,-101.33,27.37,-27.63,-36.08,45.27085076
0.099,0.033,0.956,-0.15,0.19,3.6,2.03,-6.09,-101,28.79,-26.67,-33.14,42.81089179
0.118,0.024,1.02,0.12,0.51,3.48,1.96,-6.07,-100.67,28.79,-26.67,-33.14,42.81089179
0.101,0.031,0.971,-0.87,1.1,3.46,1.86,-6.06,-100.34,28.79,-26.67,-33.14,42.81089179
0.102,0.03,0.98,-1.28,0.72,2.93,1.64,-5.99,-99.71,29.19,-27.44,-33.92,43.22998913
0.095,0.026,0.991,-0.52,0.54,3.21,1.53,-5.93,-99.4,29.19,-27.44,-33.92,43.22998913
0.117,0.033,0.985,-0.82,1.11,3.09,1.43,-5.87,-99.1,29.8,-27.25,-34.12,42.44071771
0.102,0.021,1.001,-0.11,0.2,3.13,1.35,-5.8,-98.81,29.8,-27.25,-34.12,42.44071771
0.105,0.031,0.995,-0.54,1.13,2.54,1.3,-5.73,-98.52,28.99,-26.86,-34.51,42.81591955
0.099,0.018,1.007,0.5,0.97,2.74,1.27,-5.64,-98.25,30.2,-27.25,-32.94,42.0605008
0.104,0.025,1.007,0.27,0.81,2.83,1.26,-5.56,-97.97,30.2,-27.25,-32.94,42.0605008
0.102,0.029,0.989,-0.5,0.62,2.44,1.26,-5.48,-97.7,29.8,-26.48,-34.12,41.62399084
0.099,0.033,1.002,0.82,0.52,2.91,1.26,-5.42,-97.42,29.39,-27.63,-34.51,43.23204901
0.094,0.024,1.01,0.14,0.36,2.33,1.28,-5.4,-97.15,31.21,-27.44,-32.75,41.32210874
0.101,0.029,1.005,0.64,-0.27,2.62,1.3,-5.39,-96.88,29.6,-28.2,-33.92,43.61248425
0.11,0.026,1.028,0.94,0.17,2.76,1.35,-5.41,-96.62,29.6,-28.2,-33.92,43.61248425
0.098,0.024,1,1.1,-0.36,2.36,1.42,-5.45,-96.37,31.21,-28.97,-33.92,42.86833957
0.108,0.034,1.019,1.22,-0.7,2.66,1.51,-5.51,-96.11,31.82,-28.39,-32.55,41.7395392
0.087,0.026,0.977,1.13,-0.9,2.56,1.59,-5.57,-95.85,31.01,-28.01,-34.51,42.09014687
0.095,0.037,0.949,0.76,-1.02,2.58,1.67,-5.66,-95.59,29.6,-28.59,-34.71,44.00562077
0.096,0.032,0.942,0.47,-0.48,2.88,1.72,-5.75,-95.32,29.6,-28.59,-34.71,44.00562077
0.098,0.037,0.996,0.17,-0.86,2.83,1.76,-5.83,-95.03,31.62,-28.59,-33.92,42.11908517
0.105,0.041,1,0.45,-0.88,2.81,1.76,-5.91,-94.75,32.02,-27.44,-34.31,40.59539971
0.1,0.044,1.017,0.26,-0.26,3,1.75,-5.97,-94.46,29.39,-29.92,-34.12,45.5119871
0.098,0.025,0.976,-0.67,-0.41,2.72,1.73,-6.02,-94.18,29.39,-29.92,-34.12,45.5119871
0.103,0.034,1.001,-0.12,-0.46,2.94,1.7,-6.07,-93.9,30.61,-28.39,-35.69,42.84514147
0.095,0.022,0.973,0.2,-0.24,3.2,1.66,-6.1,-93.61,31.21,-28.59,-33.92,42.49132104
0.088,0.034,0.958,-0.14,-0.57,3.37,1.62,-6.14,-93.32,32.02,-27.82,-36.27,40.98515568
0.092,0.031,0.983,-0.47,-0.74,3,1.59,-6.19,-93,31.21,-28.59,-34.31,42.49132104
0.107,0.03,1.021,-0.26,-0.16,3.48,1.56,-6.26,-92.67,31.21,-28.59,-34.31,42.49132104
0.106,0.035,0.928,-0.1,0.36,3.51,1.51,-6.32,-92.03,32.63,-30.69,-33.73,43.2451192
0.098,0.027,1.005,0.87,0.24,2.77,1.5,-6.31,-91.72,31.62,-26.67,-34.31,40.14607501
0.097,0.039,1.01,0.4,2.4,3.05,1.51,-6.15,-91.13,31.41,-28.01,-34.9,41.72511844
0.098,0.04,1.007,0.41,2.21,2.77,1.52,-6.04,-90.83,31.41,-28.01,-34.9,41.72511844
0.095,0.033,0.904,-0.56,2.34,2.91,1.54,-5.92,-90.52,31.21,-30.5,-34.31,44.34081658
0.095,0.033,0.884,0.13,1.13,2.92,1.57,-5.8,-90.22,33.23,-29.35,-35.88,41.45216645
0.089,0.029,0.889,1.07,0.18,2.98,1.6,-5.7,-89.92,32.83,-30.11,-35.1,42.525459
0.11,0.034,1.081,0.18,0.23,2.67,1.61,-5.63,-89.63,32.83,-30.11,-35.1,42.525459
0.103,0.033,1.074,0.24,-0.12,2.91,1.6,-5.58,-89.34,34.85,-31.64,-35.1,42.23602405
0.108,0.039,1.129,-0.12,0.43,2.91,1.56,-5.54,-89.07,33.23,-29.35,-34.71,41.45216645
0.094,0.024,1.078,-0.07,0.38,2.43,1.51,-5.51,-88.79,33.64,-28.59,-34.31,40.36058115
0.108,0.035,1.103,-0.27,0.57,2.71,1.43,-5.5,-88.54,33.64,-28.59,-34.31,40.36058115
0.1,0.024,1.055,0.11,0.65,2.8,1.36,-5.48,-88.28,34.24,-31.84,-33.73,42.91995377
0.094,0.029,1.06,-0.05,0.86,2.69,1.29,-5.46,-88.02,34.24,-30.69,-35.29,41.87051121
