Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_roll,Angle_pitch,Angle_yaw,Mag_X,Mag_Y,Mag_Z,Heading
0.104,0.011,1.01,1.18,-0.07,2.68,2.43,-6.14,-73.51,26.36,-25.53,-32.75,44.08361068
0.114,0.001,0.988,1.37,-0.19,3.04,2.48,-6.16,-73.23,26.36,-25.53,-32.75,44.08361068
0.111,0.043,0.953,0.55,0.1,2.73,2.49,-6.16,-72.94,26.36,-25.53,-32.75,44.08361068
0.105,0.01,0.981,0.54,0.6,3.06,2.51,-6.13,-72.67,28.79,-26.67,-33.53,42.81089179
0.094,0.058,0.98,0.35,0.61,2.56,2.52,-6.09,-72.38,28.99,-25.33,-32.94,41.14532264
0.108,0,1.02,0.49,0.64,2.89,2.48,-6.04,-72.1,27.98,-27.06,-33.92,44.04238356
0.107,0.023,0.999,-0.3,0.45,2.86,2.44,-5.99,-71.83,27.98,-27.06,-33.92,44.04238356
0.099,0.049,0.998,-0.29,0.05,2.62,2.37,-5.94,-71.57,27.78,-24.95,-32.94,41.92790366
0.105,0.012,0.994,-0.62,-0.04,2.61,2.31,-5.92,-71.3,28.18,-27.63,-32.55,44.43537612
0.1,0.048,0.979,-0.22,0.16,3.03,2.25,-5.92,-71.03,26.77,-28.59,-34.31,46.88296197
0.107,0.025,1.037,0.1,-0.16,2.75,2.17,-5.94,-70.75,26.77,-28.59,-34.31,46.88296197
0.107,0.037,1.004,-0.17,-0.49,2.68,2.12,-5.99,-70.47,28.18,-28.39,-33.73,45.21269327
0.1,0.004,1.012,0.12,-0.38,2.73,2.1,-6.04,-70.19,29.39,-27.25,-32.94,42.83625222
0.102,0.035,0.975,0.11,-0.63,2.81,2.09,-6.11,-69.92,27.98,-27.06,-33.92,44.04238356
0.107,0.008,0.975,0.48,-0.67,2.53,2.1,-6.17,-69.66,28.99,-27.25,-31.76,43.22790069
0.112,0.045,0.992,0.31,-0.4,2.34,2.11,-6.23,-69.41,28.99,-27.25,-31.76,43.22790069
0.102,0.031,1.012,0.34,-0.21,2.11,2.12,-6.26,-69.18,28.38,-27.44,-35.1,44.03523929
0.103,0.031,0.984,1.24,0.17,2.19,2.14,-6.26,-68.96,27.98,-27.44,-32.75,44.44174049
0.106,0.015,1.034,0.52,0.56,1.98,2.17,-6.23,-68.75,27.98,-27.44,-32.75,44.44174049
0.111,0.036,0.996,0.77,1.4,1.9,2.2,-6.17,-68.53,28.59,-27.25,-33.33,43.6253293
0.107,0.015,0.965,0.59,0.89,2.24,2.24,-6.1,-68.31,28.59,-27.25,-33.33,43.6253293
0.095,0.039,0.967,0.75,0.6,2.39,2.28,-6.02,-68.07,28.59,-27.25,-33.33,43.6253293
0.093,0.026,0.986,0.24,0.87,2.65,2.3,-5.95,-67.83,29.8,-28.78,-34.9,44.00246176
0.102,0.05,1.002,0.36,0.67,2.75,2.3,-5.9,-67.6,29.8,-28.78,-34.9,44.00246176
0.099,0.033,1,-0.56,-0.24,2.11,2.25,-5.9,-67.37,30.81,-27.82,-34.31,42.08057146
0.098,0.041,1.004,0.05,-0.5,2.29,2.21,-5.93,-67.15,30.81,-27.82,-34.31,42.08057146
0.107,0.01,1.028,-0.27,-0.9,2.22,2.14,-6,-66.93,29.39,-27.63,-35.29,43.23204901
0.101,0.043,0.997,-0.28,-0.61,2.18,2.06,-6.08,-66.71,31.01,-27.25,-32.94,41.30735031
0.121,0.01,1.016,-0.62,0.03,2.64,2,-6.17,-66.49,28.99,-29.16,-34.12,45.16750223
0.109,0.029,0.991,-0.26,-0.55,2.76,1.92,-6.23,-66.25,28.99,-29.16,-34.12,45.16750223
0.111,0.01,0.989,0.02,0.05,2.5,1.89,-6.26,-66.01,28.99,-30.31,-33.33,46.27517607
0.098,0.039,0.969,0.7,0.24,2.34,1.88,-6.25,-65.78,28.99,-30.31,-33.33,46.27517607
0.112,0.005,0.979,0.75,0.71,2.46,1.89,-6.2,-65.54,29.6,-29.35,-35.1,44.75701681
0.106,0.043,0.99,0.37,1.06,2.42,1.91,-6.13,-65.3,30.81,-27.82,-34.71,42.08057146
0.106,0.003,1.015,1.09,0.35,2.37,1.94,-6.05,-65.07,30.81,-27.82,-34.71,42.08057146
0.095,0.047,1.01,0.64,0.36,2.2,1.97,-5.99,-64.85,31.01,-28.01,-34.51,42.09014687
0.107,0.006,1.039,1,0.3,2.37,2.02,-5.97,-64.64,29.8,-29.16,-34.12,44.37808923
0.091,0.053,0.98,0.45,-0.4,1.94,2.09,-5.97,-64.43,30.81,-28.59,-33.53,42.85963876
0.102,0.017,1,1.23,-0.33,2.12,2.15,-6.01,-64.23,31.01,-28.39,-33.33,42.47444938
0.1,0.071,0.961,-0.17,-0.73,2,2.22,-6.05,-64.01,31.01,-28.39,-33.33,42.47444938
0.098,0.013,0.981,1.32,-0.97,2.21,2.24,-6.12,-63.8,31.21,-30.11,-34.71,43.97229944
0.098,0.062,0.955,-0.18,-0.95,2.12,2.23,-6.18,-63.59,31.01,-29.16,-34.9,43.2389262
0.098,0.014,0.989,0.53,-0.02,2.6,2.19,-6.22,-63.36,31.82,-28.78,-34.51,42.12816368
0.1,0.064,1.005,-0.53,0.13,2.32,2.12,-6.22,-63.13,31.82,-28.78,-34.51,42.12816368
0.109,0.009,1.005,-0.01,0.39,2.34,2.03,-6.21,-62.91,31.62,-28.97,-35.49,42.49567399
0.101,0.042,0.99,-1.18,0.14,1.96,1.94,-6.18,-62.68,31.41,-28.39,-34.51,42.10892347
0.106,-0.005,1.006,0.27,0.48,2.07,1.86,-6.14,-62.46,33.03,-28.01,-33.33,40.29850964
0.098,0.046,0.95,-0.45,0.52,2.43,1.83,-6.09,-62.24,31.62,-27.44,-33.92,40.95161423
0.106,0.001,1.029,0.76,0.31,1.93,1.8,-6.06,-62.03,31.62,-27.44,-33.92,40.95161423
0.114,0.007,1.005,0.45,0.05,2.24,1.79,-6.05,-61.81,32.42,-28.59,-33.53,41.40787989
0.095,0.024,0.984,0.7,-0.66,2.42,1.79,-6.06,-61.6,32.02,-28.59,-34.31,41.76101087
0.082,0.037,0.968,0.02,-0.92,2.1,1.8,-6.09,-61.38,32.02,-28.97,-34.71,42.13712623
0.1,0.028,0.99,0.63,-0.57,1.69,1.83,-6.14,-61.17,31.21,-28.2,-35.49,42.09959672
0.101,0.025,0.972,0.58,-0.29,1.87,1.85,-6.18,-60.97,31.21,-28.2,-35.49,42.09959672
0.103,0.032,1.042,0.56,-1.06,1.73,1.88,-6.23,-60.79,31.62,-28.59,-34.71,42.11908517
0.104,0.032,1.01,0.57,-0.48,1.7,1.91,-6.26,-60.61,31.62,-28.97,-33.53,42.49567399
0.103,0.029,0.947,0.17,0.1,1.84,1.94,-6.26,-60.42,32.22,-28.78,-34.51,41.77231243
0.105,0.041,0.966,0.44,0.17,1.74,1.97,-6.24,-60.25,33.03,-28.01,-35.29,40.29850964
0.109,0.017,1.001,0.13,0.86,1.98,1.97,-6.18,-60.07,33.03,-28.01,-35.29,40.29850964
0.101,0.03,0.998,0.46,0.62,2.04,1.97,-6.1,-59.88,33.23,-28.97,-34.31,41.08200233
0.103,0.03,1.019,0.46,1.03,2.18,1.96,-6.02,-59.69,33.43,-30.31,-35.69,42.1976739
0.094,0.028,1.027,0.29,0.37,2.21,1.94,-5.95,-59.49,31.82,-29.16,-33.33,42.50229226
0.097,0.032,1.001,0.11,0.07,1.6,1.92,-5.9,-59.29,31.82,-29.16,-33.33,42.50229226
0.09,0.027,1.011,0.35,-0.12,2.06,1.9,-5.89,-59.09,34.24,-29.16,-34.9,40.41889504
0.096,0.03,0.986,-0.01,-0.36,1.86,1.87,-5.91,-58.89,32.83,-29.35,-35.88,41.7966947
0.097,0.027,0.986,0.03,-0.56,1.87,1.83,-5.97,-58.69,33.23,-28.97,-35.1,41.08200233
0.108,0.024,1.009,-0.2,-0.86,2.07,1.78,-6.05,-58.5,33.43,-29.54,-33.73,41.46501969
0.091,0.03,0.961,-0.74,-1.24,1.78,1.74,-6.13,-58.31,33.43,-29.54,-33.73,41.46501969
0.13,0.009,1.03,-0.17,-0.09,1.81,1.71,-6.17,-58.13,33.43,-29.92,-34.12,41.82868553
0.104,0.012,1.046,-0.12,1.1,1.95,1.67,-6.18,-57.95,33.43,-29.92,-34.12,41.82868553
0.105,0.017,0.984,0.3,0.1,2.12,1.64,-6.15,-57.76,33.64,-29.35,-34.31,41.10382747
0.099,0.027,0.966,0.3,0.59,1.9,1.62,-6.09,-57.55,33.64,-29.35,-34.31,41.10382747
0.094,0.036,1.001,-0.14,0.7,2.2,1.6,-6.02,-57.35,33.64,-29.35,-34.31,41.10382747
0.122,0.031,1,0.29,0.79,2.12,1.59,-5.95,-57.15,33.43,-31.45,-36.08,43.25199685
0.094,0.037,0.979,0.37,0.16,1.75,1.58,-5.9,-56.96,32.83,-29.35,-35.49,41.7966947
0.103,0.027,0.982,0.3,-0.15,1.84,1.6,-5.85,-56.76,34.24,-30.69,-34.9,41.87051121
0.085,0.024,0.995,0.81,-0.63,1.93,1.62,-5.86,-56.56,34.85,-30.11,-33.92,40.82663898
0.098,0.042,1.021,0.47,-0.65,2.17,1.66,-5.89,-56.37,34.85,-30.11,-33.92,40.82663898
0.08,0.027,0.976,0.96,-1.45,2.1,1.7,-5.96,-56.16,32.02,-30.11,-34.71,43.23916813
0.119,0.041,1.029,0.61,-0.35,2.22,1.74,-6.04,-55.96,36.26,-30.31,-35.29,39.89249806
0.103,0.048,0.996,-0.35,-0.18,1.97,1.78,-6.13,-55.76,35.45,-31.07,-35.69,41.2328055
0.12,0.038,1.011,0.84,-0.64,2.2,1.8,-6.2,-55.55,35.45,-31.07,-35.69,41.2328055
0.108,0.027,0.963,0.29,0.34,2.33,1.82,-6.25,-55.34,33.03,-32.6,-36.86,44.6246102
0.093,0.024,0.957,0.43,-0.21,2.21,1.8,-6.26,-55.11,34.24,-31.45,-34.9,42.56798282
0.104,0.027,0.981,-0.52,0.85,2.42,1.76,-6.23,-54.89,33.64,-32.03,-35.1,43.59558809
0.078,0.023,0.952,-0.35,0.15,2.31,1.7,-6.16,-54.65,33.84,-31.07,-35.69,42.55641547
0.086,0.032,0.95,-0.28,0.31,2.41,1.63,-6.1,-54.41,33.84,-31.07,-35.69,42.55641547
0.089,0.014,0.97,-0.37,0.66,2.41,1.55,-6.02,-54.17,35.86,-29.92,-34.51,39.84012825
0.097,0.024,0.973,0.45,-0.48,2.55,1.48,-5.96,-53.93,34.65,-31.07,-34.51,41.88197864
0.096,0.02,0.992,0.29,-0.07,2.18,1.43,-5.94,-53.69,37.68,-32.79,-34.31,41.03053838
0.099,0.024,1.009,0.12,0.12,2.45,1.39,-5.93,-53.46,34.85,-30.88,-36.27,41.54361399
0.096,0.019,1.012,0.72,-0.49,2.45,1.36,-5.93,-53.22,34.85,-30.88,-36.27,41.54361399
0.1,0.019,1.004,0.11,-0.22,2.35,1.35,-5.95,-52.98,36.46,-32.41,-35.88,41.63451472
0.098,0.027,0.977,-0.05,0.1,2.32,1.36,-5.98,-52.73,34.65,-32.6,-35.69,43.25397789
0.085,0.026,0.963,0.48,-0.85,2.04,1.38,-6.01,-52.49,35.86,-30.69,-33.33,40.55784487
0.089,0.017,0.988,0.78,-1.14,2.17,1.41,-6.04,-52.26,36.06,-32.41,-34.31,41.94856383
0.103,0.029,1,0.38,0.38,2.28,1.46,-6.06,-52.03,36.06,-32.41,-34.31,41.94856383
0.09,0.015,0.999,1.11,-0.34,2.25,1.52,-6.09,-51.82,37.47,-31.84,-35.29,40.35610211
0.118,0.047,1.054,1.09,0.37,2.19,1.57,-6.09,-51.6,37.07,-32.6,-34.51,41.32895687
0.101,0.031,0.995,0.83,0.45,2.28,1.62,-6.08,-51.38,34.85,-33.17,-35.88,43.58516107
0.101,0.041,0.991,0.78,-0.05,2.51,1.66,-6.07,-51.15,34.85,-33.17,-35.88,43.58516107
0.109,0.032,0.992,-0.47,0.94,2.67,1.66,-6.05,-50.9,36.06,-33.94,-34.71,43.26528664
0.1,0.02,0.99,0.58,-0.23,2.56,1.64,-6.03,-50.63,35.86,-31.07,-35.69,40.90647456
0.102,0.025,1.002,0.12,-0.09,2.81,1.61,-6.03,-50.37,35.86,-31.07,-35.69,40.90647456
0.092,0.022,0.984,-0.29,-0.74,2.85,1.55,-6.06,-50.11,36.26,-32.6,-35.29,41.95751652
0.106,0.022,0.973,-0.61,-0.49,2.5,1.48,-6.1,-49.85,36.26,-32.6,-35.29,41.95751652
0.095,0.024,1.012,-0.45,-0.97,2.47,1.42,-6.16,-49.62,35.86,-32.22,-35.29,41.93950872
0.103,0.01,0.973,-0.06,-0.77,2.39,1.35,-6.22,-49.39,36.67,-31.84,-34.12,40.96728241
0.101,0.021,1.002,-0.12,-0.41,2.15,1.3,-6.26,-49.17,36.26,-33.75,-35.29,42.94670994
0.103,0.027,0.991,-0.35,-0.16,2.34,1.27,-6.27,-48.94,36.06,-33.17,-34.71,42.60958084
0.094,0.025,0.961,0.48,-0.21,2.45,1.26,-6.24,-48.7,36.06,-33.17,-34.71,42.60958084
0.098,0.017,0.964,0.88,0.38,2.7,1.27,-6.18,-48.46,36.06,-32.79,-35.1,42.2808059
0.105,0.028,0.99,0.09,1.07,2.35,1.28,-6.1,-48.21,36.87,-33.94,-35.88,42.63054764
0.096,0.019,1.023,0.53,0.78,2.72,1.3,-6.01,-47.96,36.46,-33.94,-35.1,42.94994682
0.108,0.035,1.017,0.72,0.57,2.03,1.32,-5.93,-47.73,37.88,-33.75,-34.51,41.70012741
0.099,0.029,0.99,0.56,0.3,2.27,1.33,-5.88,-47.5,37.88,-33.75,-34.51,41.70012741
0.102,0.027,1.019,0.28,-0.31,2.11,1.35,-5.86,-47.28,38.89,-34.7,-35.1,41.74126378
0.096,0.031,1.001,0.45,-0.56,2.19,1.36,-5.89,-47.06,38.48,-33.56,-34.71,41.09302915
0.1,0.027,1.021,0.22,-0.64,2.55,1.38,-5.95,-46.82,38.08,-32.79,-35.49,40.73114672
0.118,0.055,1.065,0.27,-0.46,2.67,1.4,-6.02,-46.58,38.08,-32.79,-35.49,40.73114672
0.092,0.026,0.994,1.35,-1.44,2.65,1.42,-6.09,-46.33,37.88,-35.66,-35.69,43.2709
0.125,0.037,0.986,-0.14,0.65,2.77,1.43,-6.14,-46.06,37.07,-34.51,-34.9,42.95173643
0.135,0.057,1.052,-0.31,0.75,2.98,1.42,-6.16,-45.78,38.28,-34.13,-34.51,41.71982251
0.106,0.033,1.044,0.5,-0.09,2.67,1.41,-6.14,-45.49,38.08,-34.7,-36.27,42.34101832
0.102,0.021,1.009,-0.44,0.44,2.48,1.38,-6.09,-45.22,38.08,-34.7,-36.27,42.34101832
0.122,0.032,1.042,-0.52,1.26,3.09,1.34,-6.03,-44.95,38.48,-33.94,-34.71,41.41282964
0.098,0.029,1.025,0.01,-0.01,2.67,1.29,-5.98,-44.68,39.29,-34.7,-34.31,41.45018185
0.097,0.031,0.975,-0.45,0.79,2.59,1.26,-5.94,-44.42,39.49,-35.28,-35.29,41.77730638
0.101,0.037,1.006,-0.3,0.01,2.9,1.24,-5.93,-44.15,39.09,-36.42,-35.29,42.97489045
0.101,0.013,1.002,-0.11,0.05,2.86,1.22,-5.95,-43.87,39.09,-36.42,-35.29,42.97489045
0.107,0.022,0.979,0.39,0.01,2.85,1.21,-5.98,-43.58,37.88,-36.42,-37.25,43.87427895
0.11,0.044,0.994,-0.48,-0.64,3.22,1.2,-6.02,-43.29,37.88,-35.66,-36.47,43.2709
0.092,0.017,1,-0.07,-0.27,3.05,1.19,-6.06,-43,37.47,-35.28,-36.08,43.27574055
0.105,0.031,0.975,-0.37,-0.18,2.82,1.17,-6.1,-42.71,37.88,-34.89,-36.86,42.64713383
0.11,0.042,0.999,-0.17,0.04,2.75,1.14,-6.13,-42.43,37.88,-34.89,-36.86,42.64713383
0.098,0.029,1.013,0.77,-0.32,2.9,1.13,-6.13,-42.15,39.09,-36.42,-36.47,42.97489045
0.098,0.02,1.018,0.66,-0.03,2.62,1.13,-6.13,-41.87,40.3,-35.28,-35.69,41.20001363
0.111,0.022,1.032,0.65,0.38,2.54,1.12,-6.1,-41.61,40.3,-35.28,-35.69,41.20001363
0.103,0.03,1.001,-0.11,-0.02,2.44,1.13,-6.07,-41.35,40.3,-35.28,-35.69,41.20001363
0.097,0.031,1.038,0.25,0.5,2.76,1.13,-6.05,-41.08,39.7,-36.23,-35.49,42.38340419
0.098,0.02,1.003,0.12,-0.03,2.92,1.14,-6.03,-40.79,39.7,-35.47,-35.88,41.77922292
0.101,0.032,0.989,0.51,-0.09,2.96,1.13,-6.03,-40.5,39.9,-36.81,-37.25,42.69328257
0.097,0.025,0.994,-0.03,-0.24,2.84,1.13,-6.04,-40.21,40.71,-37.95,-34.9,42.99044619
0.095,0.011,1.003,0.49,0.03,2.67,1.12,-6.03,-39.92,40.71,-37.95,-34.9,42.99044619
0.106,0.039,1.014,-0.58,-0.25,2.64,1.1,-6.03,-39.66,40.71,-37.95,-34.9,42.99044619
0.104,0.041,1.029,-0.38,0.08,2.26,1.08,-6.01,-39.42,40.3,-37.57,-37.25,42.99212224
0.1,0.027,1.034,-0.14,0.16,2.16,1.07,-5.99,-39.21,40.3,-37.57,-37.25,42.99212224
0.097,0.029,1.003,-0.24,0.15,1.84,1.06,-5.97,-39,42.53,-35.85,-35.1,40.12869144
0.102,0.022,1.018,-0.08,0.82,2.21,1.05,-5.94,-38.8,42.53,-35.85,-35.1,40.12869144
0.096,0.029,1.023,-0.24,0.24,2.62,1.04,-5.93,-38.59,40.71,-37.57,-34.51,42.70295926
0.096,0.033,0.995,-0.68,0.21,2.07,1.02,-5.91,-38.37,38.28,-37.19,-36.86,44.17254462
0.085,0.031,1.003,-0.19,0.05,2.47,1,-5.9,-38.14,39.9,-37.57,-36.47,43.27728237
0.089,0.02,1.008,0.39,0.37,2.22,0.99,-5.89,-37.92,40.51,-38.53,-33.92,43.56500605
0.101,0.014,0.975,-0.19,0.09,1.69,0.98,-5.89,-37.73,40.51,-38.53,-33.92,43.56500605
0.086,0.024,0.973,0.07,-0.14,1.54,0.97,-5.9,-37.55,39.7,-37.76,-35.49,43.56531655
0.083,0.025,0.966,-0.07,-0.49,1.35,0.97,-5.91,-37.4,39.29,-36.62,-35.49,42.98555274
0.085,0.037,0.998,-0.3,-0.28,1.4,0.98,-5.92,-37.26,40.51,-38.53,-34.71,43.56500605
0.091,0.031,0.978,-0.43,-0.31,1.65,0.95,-5.94,-37.12,40.51,-38.53,-34.71,43.56500605
0.091,0.034,0.992,-0.32,0.03,1.41,0.94,-5.94,-36.97,41.72,-38.91,-35.88,43.00401828
0.099,0.032,1.015,-0.61,-0.36,1.41,0.92,-5.93,-36.82,41.72,-37.76,-36.27,42.14766206
0.087,0.03,1.005,-0.72,0.24,1.38,0.89,-5.91,-36.67,41.72,-38.15,-36.67,42.44071771
0.086,0.027,0.973,-0.21,-0.11,1.29,0.86,-5.9,-36.54,42.12,-37.76,-35.88,41.87578912
0.09,0.019,0.975,0.57,-0.69,1.13,0.84,-5.88,-36.42,42.12,-37.76,-35.88,41.87578912
0.087,0.01,0.994,0.45,0,1.14,0.83,-5.88,-36.31,39.49,-37.19,-36.86,43.28194061
0.092,0.009,0.96,0.6,-0.11,1.02,0.84,-5.89,-36.21,41.31,-39.29,-36.67,43.56435171
0.088,0.018,0.982,0.13,-0.33,0.85,0.87,-5.91,-36.12,41.31,-39.29,-36.67,43.56435171
0.087,0.028,0.989,0.5,-0.95,0.98,0.91,-5.93,-36.03,42.12,-39.29,-36.27,43.00906781
0.092,0.032,0.99,0.42,-0.73,0.81,0.95,-5.96,-35.94,42.12,-39.29,-36.27,43.00906781
0.093,0.022,0.993,-0.24,-0.47,0.73,0.98,-6,-35.85,40.51,-38.53,-36.67,43.56500605
0.09,0.012,0.966,0.1,-0.63,0.74,0.99,-6.02,-35.77,40.51,-39.29,-36.67,44.12411772
0.092,0.022,0.981,0.41,-0.5,0.68,0.98,-6.02,-35.7,40.91,-39.29,-36.67,43.8428112
0.103,0.029,0.992,-0.14,-0.02,0.65,0.98,-6,-35.65,40.91,-39.29,-36.67,43.8428112
0.102,0.027,0.979,-0.14,0.38,0.83,0.99,-5.96,-35.59,40.3,-37.95,-36.08,43.27981311
0.102,0.022,0.982,0.13,0.31,0.75,0.98,-5.9,-35.53,42.32,-39.87,-36.86,43.29257691
0.099,0.029,1.008,-0.54,0.77,0.7,0.97,-5.84,-35.47,41.11,-38.72,-36.08,43.28515568
0.088,0.035,1.007,-0.24,0.04,0.84,0.98,-5.77,-35.41,41.52,-38.72,-35.69,43.00145671
0.09,0.026,0.967,0.02,-0.19,0.64,0.96,-5.73,-35.35,41.52,-38.72,-35.69,43.00145671
0.086,0.017,0.991,0.01,0,0.75,0.93,-5.72,-35.28,40.51,-39.67,-35.49,44.39976685
0.089,0.018,1.015,-0.73,-0.18,0.47,0.89,-5.72,-35.24,40.3,-39.1,-34.9,44.13413474
0.102,0.017,0.995,-0.55,-0.04,0.39,0.84,-5.73,-35.19,42.12,-39.29,-35.1,43.00906781
0.106,0.03,0.994,-0.56,0.12,0.42,0.82,-5.76,-35.16,42.32,-38.72,-36.47,42.45645004
0.103,-0.001,0.965,1.33,-0.43,0.45,0.8,-5.78,-35.13,42.32,-38.72,-36.47,42.45645004
0.1,0.016,0.994,0.75,-0.62,0.16,0.81,-5.81,-35.1,40.51,-40.06,-37.06,44.67999463
0.093,0.021,1.03,0.84,-0.08,0.41,0.85,-5.82,-35.07,40.71,-40.63,-35.69,44.94364813
0.091,0.051,0.989,-0.12,-0.42,0.17,0.9,-5.84,-35.04,41.72,-40.06,-35.49,43.83714925
0.105,0.02,1.003,0.86,0.3,0.19,0.96,-5.85,-35.03,42.12,-38.91,-35.49,42.73141637
0.097,0.019,1.003,0.84,-0.52,0.13,1.02,-5.85,-35.03,42.12,-38.91,-35.49,42.73141637
0.091,0.024,1.032,1.44,-0.04,0.26,1.07,-5.85,-35.02,41.72,-38.91,-33.92,43.00401828
0.095,0.014,0.977,0.55,0.12,0.13,1.11,-5.86,-35,41.11,-39.48,-36.08,43.84130303
0.096,0.04,0.996,-0.52,-0.04,0.32,1.14,-5.85,-34.97,41.11,-39.48,-36.08,43.84130303
0.107,0.041,1.022,-0.22,-0.22,0.48,1.14,-5.85,-34.93,41.11,-39.48,-36.08,43.84130303
0.085,0.034,0.992,-0.65,-0.23,-0.08,1.13,-5.84,-34.9,40.71,-39.1,-36.08,43.84433411
0.093,0.037,0.979,0.09,0.19,0.64,1.1,-5.82,-34.86,40.71,-39.1,-36.08,43.84433411
0.093,0.028,0.998,-0.64,-0.28,0.35,1.06,-5.83,-34.84,41.92,-39.48,-36.08,43.28304849
0.092,0.029,1.016,-0.93,-0.05,0.11,0.99,-5.83,-34.83,41.92,-39.48,-36.08,43.28304849
0.087,0.025,1.024,-0.81,-0.47,-0.01,0.91,-5.83,-34.83,41.92,-39.48,-36.08,43.28304849
0.093,0.022,1.009,-0.92,0.69,-0.05,0.83,-5.84,-34.82,41.52,-40.25,-37.25,44.11018968
0.101,0.018,1,-0.87,0.15,-0.09,0.77,-5.83,-34.83,42.32,-41.01,-36.86,44.09934851
0.101,0.019,1.018,-0.76,0.06,-0.14,0.73,-5.83,-34.83,40.71,-39.87,-34.9,44.4027462
0.093,0.023,1.023,-0.54,0.03,-0.09,0.71,-5.83,-34.83,40.71,-37.57,-35.69,42.70295926
0.097,0.018,1.002,0.26,0.12,0.04,0.73,-5.83,-34.83,40.71,-37.57,-35.69,42.70295926
0.097,0.01,1.005,0.69,-0.36,-0.24,0.78,-5.83,-34.83,40.71,-40.25,-36.86,44.6744593
0.099,0.019,0.977,0.38,-0.06,-0.32,0.86,-5.82,-34.85,42.12,-40.44,-35.49,43.83425839
0.099,0.024,1.033,0.69,0.09,-0.37,0.96,-5.81,-34.87,42.53,-38.53,-36.67,42.17496465
0.092,0.023,0.995,0.91,0.03,0.06,1.04,-5.79,-34.87,40.71,-39.87,-36.08,44.4027462
0.089,0.014,0.996,1.32,-0.07,0.03,1.1,-5.78,-34.88,40.71,-39.87,-36.08,44.4027462
0.09,0.027,0.977,0.14,0.33,0.02,1.18,-5.75,-34.88,42.73,-42.16,-36.47,44.61528916
0.085,0.042,0.982,0,0.89,0.04,1.22,-5.71,-34.87,41.72,-38.91,-35.1,43.00401828
0.119,0.039,1.028,-0.03,1.29,0.22,1.25,-5.66,-34.87,41.52,-39.87,-34.9,43.83861545
0.112,0.038,1.028,-0.08,0.57,0.39,1.24,-5.63,-34.86,41.52,-39.87,-34.9,43.83861545
0.099,0.005,1.01,0.3,-0.2,0.39,1.22,-5.6,-34.84,41.11,-41.01,-36.86,44.93022924
0.107,0.033,1.032,-0.63,-0.13,-0.06,1.16,-5.6,-34.82,42.32,-39.48,-35.29,43.01155648
0.095,0.025,0.953,-0.59,-0.78,0.11,1.1,-5.63,-34.81,40.71,-39.48,-38.04,44.12123354
0.108,0.024,0.981,-0.5,-0.22,0.61,1.03,-5.68,-34.79,41.11,-40.25,-36.86,44.3943887
0.101,0.026,1.001,-0.97,-0.63,0.26,0.96,-5.73,-34.77,41.11,-40.25,-36.86,44.3943887
0.093,0.023,0.989,-0.61,-0.75,0.02,0.9,-5.79,-34.76,41.92,-39.48,-36.08,43.28304849
0.097,0.014,0.987,-0.89,-0.33,-0.1,0.86,-5.82,-34.75,42.53,-38.91,-35.49,42.45488356
0.099,0.012,0.985,0.13,0.07,0.01,0.83,-5.84,-34.76,42.32,-40.25,-35.69,43.56391636
0.098,0.017,0.993,0.07,-0.02,-0.24,0.82,-5.84,-34.78,41.11,-40.63,-36.08,44.66354712
0.096,0.015,1.006,0.46,-0.09,-0.26,0.84,-5.84,-34.82,41.11,-40.63,-36.08,44.66354712
0.098,0.021,0.998,0.65,0,-0.46,0.89,-5.83,-34.86,41.11,-40.63,-36.08,44.66354712
0.1,0.022,0.996,0.23,0.08,-0.35,0.98,-5.82,-34.91,39.7,-39.67,-36.67,44.97834354
0.1,0.022,0.997,1.1,0.05,-0.2,1.07,-5.8,-34.95,41.11,-41.01,-35.69,44.93022924
0.097,0.017,1.066,0.15,0.22,-0.14,1.16,-5.78,-34.99,41.72,-40.44,-35.88,44.10744078
0.125,-0.017,1.008,1.19,0.72,-0.35,1.24,-5.74,-35.04,41.72,-40.44,-35.88,44.10744078
0.134,0.069,1.057,-0.49,2.17,-0.01,1.29,-5.7,-35.07,41.11,-40.25,-35.29,44.3943887
0.083,0.029,1,-0.11,1.07,-0.55,1.31,-5.66,-35.11,43.33,-38.53,-36.27,41.64420726
0.095,0.009,0.989,0.92,0.16,-0.56,1.3,-5.61,-35.15,42.32,-39.48,-35.69,43.01155648
0.099,0.028,1.024,-0.95,-0.15,-0.6,1.26,-5.58,-35.19,42.32,-39.48,-35.69,43.01155648
0.118,0.037,1.053,-0.22,0.19,-0.02,1.22,-5.55,-35.23,42.32,-39.48,-35.69,43.01155648
0.088,0.028,0.989,-0.8,-0.23,-0.76,1.15,-5.56,-35.27,40.3,-39.1,-36.86,44.13413474
0.106,0.02,0.952,-1.74,0.09,-0.52,1.09,-5.59,-35.32,41.52,-40.63,-37.65,44.37929095
0.104,0.011,1.017,-0.84,-1.21,-0.92,1.03,-5.66,-35.37,41.52,-39.48,-37.25,43.55730016
0.106,0.017,1.018,-0.04,-1.01,-0.73,1,-5.72,-35.45,41.52,-39.48,-37.25,43.55730016
0.105,0.007,0.979,-0.42,-0.23,-1,0.98,-5.78,-35.53,41.11,-39.48,-37.25,43.84130303
0.099,0.012,0.997,-0.18,-0.09,-1.29,0.97,-5.81,-35.64,41.11,-41.01,-35.69,44.93022924
